content,score,at,thumbsUpCount,source,app_name,text,clean_text,sentiment_compound,sentiment_positive,sentiment_negative,sentiment_label,cluster_id,topic_category
"It used to be good, but the recent updates make it so slow. Opening the app and loading my pages takes a noticeably longer time. I don't even have that many pages (< 50). Plus, they added a new paid feature (AI) and force you to see the prompts for a paid feature! They don't have any way to turn it off. I know because I asked. Bad customer service. If you get locked out of your account by accident they won't help you either.",1,2023-03-16 08:14:25,14,play_store,Notion,"It used to be good, but the recent updates make it so slow. Opening the app and loading my pages takes a noticeably longer time. I don't even have that many pages (< 50). Plus, they added a new paid feature (AI) and force you to see the prompts for a paid feature! They don't have any way to turn it off. I know because I asked. Bad customer service. If you get locked out of your account by accident they won't help you either.",it used to be good but the recent updates make it so slow opening the app and loading my pages takes a noticeably longer time i don't even have that many pages 50 plus they added a new paid feature ai and force you to see the prompts for a paid feature they don't have any way to turn it off i know because i asked bad customer service if you get locked out of your account by accident they won't help you either,-0.8965,0.021,0.126,negative,5,Features
"1000 block limit? That's like 20 to do lists and that's it. It's fancy, but I'll stick to Google Keep, which doesn't have such an arbitrarily low limit. Why not use the user's Google Drive storage, and allow as many as you want? Totally misleading, since there's no ads or in-app purchases listed in the Play Store, but it's practically useless if you don't pay the $48-$60 for one person per year. Insane for a notes app.",2,2018-12-07 02:39:22,2,play_store,Notion,"1000 block limit? That's like 20 to do lists and that's it. It's fancy, but I'll stick to Google Keep, which doesn't have such an arbitrarily low limit. Why not use the user's Google Drive storage, and allow as many as you want? Totally misleading, since there's no ads or in-app purchases listed in the Play Store, but it's practically useless if you don't pay the $48-$60 for one person per year. Insane for a notes app.",1000 block limit that's like 20 to do lists and that's it it's fancy but i'll stick to google keep which doesn't have such an arbitrarily low limit why not use the user's google drive storage and allow as many as you want totally misleading since there's no ads or in-app purchases listed in the play store but it's practically useless if you don't pay the 48- 60 for one person per year insane for a notes app,-0.8897,0.105,0.195,negative,4,Other
"App is nice though the load time is very slow. There's a lot of great functionality but the amount of available storage for free is very limited. May be good enough for simple todo lists, but once you start making pages for extensive note taking or storing recipes, you'll quickly run out of space and have to upgrade and pay a monthly fee. Given other available free options, I wouldn't pay to use this service.",3,2019-07-16 00:42:13,1,play_store,Notion,"App is nice though the load time is very slow. There's a lot of great functionality but the amount of available storage for free is very limited. May be good enough for simple todo lists, but once you start making pages for extensive note taking or storing recipes, you'll quickly run out of space and have to upgrade and pay a monthly fee. Given other available free options, I wouldn't pay to use this service.",app is nice though the load time is very slow there's a lot of great functionality but the amount of available storage for free is very limited may be good enough for simple todo lists but once you start making pages for extensive note taking or storing recipes you'll quickly run out of space and have to upgrade and pay a monthly fee given other available free options i wouldn't pay to use this service,0.9355,0.207,0.049,positive,4,Other
"Update: lowering rating because I just logged in and all of my entries are GONE and I'm pretty upset about it *** I love the organization of this app, but it is far easier to build your templates and sections on a computer first and then utilize the mobile app to take your notes and copy/paste items you want to save. There's a small learning curve. I'm always looking for that perfect organizational app and this one is currently my favorite.",1,2022-11-30 10:04:31,56,play_store,Notion,"Update: lowering rating because I just logged in and all of my entries are GONE and I'm pretty upset about it *** I love the organization of this app, but it is far easier to build your templates and sections on a computer first and then utilize the mobile app to take your notes and copy/paste items you want to save. There's a small learning curve. I'm always looking for that perfect organizational app and this one is currently my favorite.",update lowering rating because i just logged in and all of my entries are gone and i'm pretty upset about it i love the organization of this app but it is far easier to build your templates and sections on a computer first and then utilize the mobile app to take your notes and copy paste items you want to save there's a small learning curve i'm always looking for that perfect organizational app and this one is currently my favorite,0.9678,0.236,0.034,positive,2,UX & design
"I have been looking for an app like this for a LONG time! The only downfall I see, is you can't pick up the section and move it to where you want it. Instead you have to do columns. However, it is great for keeping all your documents in one place! And it's awesome that if you change someone on one page, it changes the information and ALL pages. Unless you put it in as it's own database great for keeping copy's of my submitted school work and bills where they are fast and easy to find.",5,2024-01-08 20:54:24,49,play_store,Notion,"I have been looking for an app like this for a LONG time! The only downfall I see, is you can't pick up the section and move it to where you want it. Instead you have to do columns. However, it is great for keeping all your documents in one place! And it's awesome that if you change someone on one page, it changes the information and ALL pages. Unless you put it in as it's own database great for keeping copy's of my submitted school work and bills where they are fast and easy to find.",i have been looking for an app like this for a long time the only downfall i see is you can't pick up the section and move it to where you want it instead you have to do columns however it is great for keeping all your documents in one place and it's awesome that if you change someone on one page it changes the information and all pages unless you put it in as it's own database great for keeping copy's of my submitted school work and bills where they are fast and easy to find,0.9584,0.173,0.0,positive,1,Features
"It's really helpful in the fact that I can use it on any device and have everything saved. What isn't helpful (specifically for the app version) is that it lags, auto corrects incorrectly, and every spelling option box for any underlined words is completely white and unreadable. I know this app is still a work in progress, and I'll continue using it, but I hope these problems get fixed soon.",3,2022-02-28 20:41:27,24,play_store,Notion,"It's really helpful in the fact that I can use it on any device and have everything saved. What isn't helpful (specifically for the app version) is that it lags, auto corrects incorrectly, and every spelling option box for any underlined words is completely white and unreadable. I know this app is still a work in progress, and I'll continue using it, but I hope these problems get fixed soon.",it's really helpful in the fact that i can use it on any device and have everything saved what isn't helpful specifically for the app version is that it lags auto corrects incorrectly and every spelling option box for any underlined words is completely white and unreadable i know this app is still a work in progress and i'll continue using it but i hope these problems get fixed soon,0.4079,0.122,0.087,positive,1,Features
"The PC or web-based version is fantastic. The app however can't even do the basic task of saving your notes? Like many people stated, anything you type through this app does not save and disappears, making the whole point of this app obsolete. Also, it's really slow to load pages. I'm paying for the premium version of this program on my PC and would expect a working app too. Please fix this asap or I will have to cancel and use a note-taking app that can at least do the basics.",1,2022-11-02 11:04:11,82,play_store,Notion,"The PC or web-based version is fantastic. The app however can't even do the basic task of saving your notes? Like many people stated, anything you type through this app does not save and disappears, making the whole point of this app obsolete. Also, it's really slow to load pages. I'm paying for the premium version of this program on my PC and would expect a working app too. Please fix this asap or I will have to cancel and use a note-taking app that can at least do the basics.",the pc or web-based version is fantastic the app however can't even do the basic task of saving your notes like many people stated anything you type through this app does not save and disappears making the whole point of this app obsolete also it's really slow to load pages i'm paying for the premium version of this program on my pc and would expect a working app too please fix this asap or i will have to cancel and use a note-taking app that can at least do the basics,0.5586,0.103,0.067,positive,1,Features
"I like Notion, I really do. The app is smooth on my phone and it has the capabilities of doing most (if not all) of what you can do on desktop. But honestly, typing in the app is a pain. It sometimes jumps between lines randomly in the middle of a sentence or just simply stop typing and you have to re-select the line. Sometimes I just want to type a random thought but I get discouraged just thinking about how hard it is to write a 10 word sentence or fix grammar mistakes.",4,2023-01-18 03:58:27,38,play_store,Notion,"I like Notion, I really do. The app is smooth on my phone and it has the capabilities of doing most (if not all) of what you can do on desktop. But honestly, typing in the app is a pain. It sometimes jumps between lines randomly in the middle of a sentence or just simply stop typing and you have to re-select the line. Sometimes I just want to type a random thought but I get discouraged just thinking about how hard it is to write a 10 word sentence or fix grammar mistakes.",i like notion i really do the app is smooth on my phone and it has the capabilities of doing most if not all of what you can do on desktop but honestly typing in the app is a pain it sometimes jumps between lines randomly in the middle of a sentence or just simply stop typing and you have to re-select the line sometimes i just want to type a random thought but i get discouraged just thinking about how hard it is to write a 10 word sentence or fix grammar mistakes,-0.8201,0.092,0.143,negative,0,Other
"I really really love the Notion desktop app and use it to keep track of my lists, thoughts, ideas, a lot of my life. When this app is on strong wifi/data, it's pretty good. I'll write a grocery list on my laptop and be told it's saved. When I open the page on my phone, I expect it to sync as quickly as my Google Keep notes does, buy when I get to the store, I have to open and close the app several times, and sometimes it just doesn't sync at all. I also can never expect Notion to open offline.",3,2020-03-12 05:25:22,46,play_store,Notion,"I really really love the Notion desktop app and use it to keep track of my lists, thoughts, ideas, a lot of my life. When this app is on strong wifi/data, it's pretty good. I'll write a grocery list on my laptop and be told it's saved. When I open the page on my phone, I expect it to sync as quickly as my Google Keep notes does, buy when I get to the store, I have to open and close the app several times, and sometimes it just doesn't sync at all. I also can never expect Notion to open offline.",i really really love the notion desktop app and use it to keep track of my lists thoughts ideas a lot of my life when this app is on strong wifi data it's pretty good i'll write a grocery list on my laptop and be told it's saved when i open the page on my phone i expect it to sync as quickly as my google keep notes does buy when i get to the store i have to open and close the app several times and sometimes it just doesn't sync at all i also can never expect notion to open offline,0.9475,0.147,0.013,positive,0,Other
"My favorite note-taking app. It has tons of templates and is really easy to organize things. Adding pictures is super easy too but I wish that we had more freedom when moving and sizing the pictures. The sharing feature is awesome and very smart. It allowed you to share any page and share notes, while also allowing whoever you shared it with to add their own notes. There are so many uses beyond note taking in this app, like scheduling, to-do lists, etc.",5,2021-06-16 21:58:29,22,play_store,Notion,"My favorite note-taking app. It has tons of templates and is really easy to organize things. Adding pictures is super easy too but I wish that we had more freedom when moving and sizing the pictures. The sharing feature is awesome and very smart. It allowed you to share any page and share notes, while also allowing whoever you shared it with to add their own notes. There are so many uses beyond note taking in this app, like scheduling, to-do lists, etc.",my favorite note-taking app it has tons of templates and is really easy to organize things adding pictures is super easy too but i wish that we had more freedom when moving and sizing the pictures the sharing feature is awesome and very smart it allowed you to share any page and share notes while also allowing whoever you shared it with to add their own notes there are so many uses beyond note taking in this app like scheduling to-do lists etc,0.9921,0.384,0.0,positive,4,Other
"I love using notion on my laptop the mobile app isn't as great as the online that you can use. My biggest problem with it is that everything is too close and you have no option to back it up all the icons and words are too large and there is no zoom or zoom out. It can also be pretty laggy especially if you have a notion that's really fleshed out and has a lot on it. I mostly find it's difficult to put information in while typing on this notion app, but if you use voice to text it works better.",4,2023-01-23 19:01:19,35,play_store,Notion,"I love using notion on my laptop the mobile app isn't as great as the online that you can use. My biggest problem with it is that everything is too close and you have no option to back it up all the icons and words are too large and there is no zoom or zoom out. It can also be pretty laggy especially if you have a notion that's really fleshed out and has a lot on it. I mostly find it's difficult to put information in while typing on this notion app, but if you use voice to text it works better.",i love using notion on my laptop the mobile app isn't as great as the online that you can use my biggest problem with it is that everything is too close and you have no option to back it up all the icons and words are too large and there is no zoom or zoom out it can also be pretty laggy especially if you have a notion that's really fleshed out and has a lot on it i mostly find it's difficult to put information in while typing on this notion app but if you use voice to text it works better,0.3824,0.076,0.08,positive,0,Other
"Way too much work and upkeep for it to EVER be productive. Don't fall for the influencer hype. When a note taking app's feature which sets it apart from all the others requires watching videos and spending 30+ min to setup for each subject, its literally the opposite of the definition of productive. You will set up something cute. You'll use it for a day or two. You'll never go back to it because it's way too complicated when you just want to write a quick note and a reminder to study notes.",1,2022-03-21 11:21:25,5,play_store,Notion,"Way too much work and upkeep for it to EVER be productive. Don't fall for the influencer hype. When a note taking app's feature which sets it apart from all the others requires watching videos and spending 30+ min to setup for each subject, its literally the opposite of the definition of productive. You will set up something cute. You'll use it for a day or two. You'll never go back to it because it's way too complicated when you just want to write a quick note and a reminder to study notes.",way too much work and upkeep for it to ever be productive don't fall for the influencer hype when a note taking app's feature which sets it apart from all the others requires watching videos and spending 30 min to setup for each subject its literally the opposite of the definition of productive you will set up something cute you'll use it for a day or two you'll never go back to it because it's way too complicated when you just want to write a quick note and a reminder to study notes,0.5106,0.045,0.0,positive,4,Other
"Notion is an amazing, versatile tool. I love how you can start with a simple page, make a list, add a database, add a graphical bookmark and so much more. It just flows with me as a thought or task unfolds. Then as I develop that thought, it can easily transform into a different part that makes sense with where I'm at in that flow. Cross platform support is really good and consistent. The Notion team is always working to enhance the app and extend its functionality. They really listen well too.",4,2020-05-09 22:11:32,25,play_store,Notion,"Notion is an amazing, versatile tool. I love how you can start with a simple page, make a list, add a database, add a graphical bookmark and so much more. It just flows with me as a thought or task unfolds. Then as I develop that thought, it can easily transform into a different part that makes sense with where I'm at in that flow. Cross platform support is really good and consistent. The Notion team is always working to enhance the app and extend its functionality. They really listen well too.",notion is an amazing versatile tool i love how you can start with a simple page make a list add a database add a graphical bookmark and so much more it just flows with me as a thought or task unfolds then as i develop that thought it can easily transform into a different part that makes sense with where i'm at in that flow cross platform support is really good and consistent the notion team is always working to enhance the app and extend its functionality they really listen well too,0.9605,0.193,0.0,positive,0,Other
"I pray for Evernote to last for the rest of my life. Notion does way more than I need day to day, and it runs like it. Too long to open, too hard to navigate and, after 3 months trying it out, I still feel like I have a loose stack of handwritten notes crammed into my phone. The last straw was not being able to figure out how to zoom in on a picture I put on a page. I tried dragging fingers apart, double tapping and looking for ""zoom in"" under ... , then gave up. Only if I have to, Notion.",2,2019-05-21 06:57:46,10,play_store,Notion,"I pray for Evernote to last for the rest of my life. Notion does way more than I need day to day, and it runs like it. Too long to open, too hard to navigate and, after 3 months trying it out, I still feel like I have a loose stack of handwritten notes crammed into my phone. The last straw was not being able to figure out how to zoom in on a picture I put on a page. I tried dragging fingers apart, double tapping and looking for ""zoom in"" under ... , then gave up. Only if I have to, Notion.",i pray for evernote to last for the rest of my life notion does way more than i need day to day and it runs like it too long to open too hard to navigate and after 3 months trying it out i still feel like i have a loose stack of handwritten notes crammed into my phone the last straw was not being able to figure out how to zoom in on a picture i put on a page i tried dragging fingers apart double tapping and looking for zoom in under then gave up only if i have to notion,0.5574,0.068,0.034,positive,0,Other
"Incredible! Best note-taking app I've used so far. With the endless possibilities of putting pages within pages and formatting options they make available, I'm able to stay organized and make it pretty! You can make something as simple as a to-do list or an entire section full of detailed notes. I use it every day, and it was easy to learn from their tutorials. You know what else? They even have dark mode! Very satisfied.",5,2020-08-27 22:32:02,74,play_store,Notion,"Incredible! Best note-taking app I've used so far. With the endless possibilities of putting pages within pages and formatting options they make available, I'm able to stay organized and make it pretty! You can make something as simple as a to-do list or an entire section full of detailed notes. I use it every day, and it was easy to learn from their tutorials. You know what else? They even have dark mode! Very satisfied.",incredible best note-taking app i've used so far with the endless possibilities of putting pages within pages and formatting options they make available i'm able to stay organized and make it pretty you can make something as simple as a to-do list or an entire section full of detailed notes i use it every day and it was easy to learn from their tutorials you know what else they even have dark mode very satisfied,0.9285,0.162,0.0,positive,4,Other
"The Android version has some bad bugs that the developers have been slow to fix. Lines of text still don't always separate properly after hitting return. And, even worse for my purposes, the app won't let me copy more than one paragraph of text at a time when a note is unlocked. If the note is locked, it will select the text, but I can't copy or do anything with it.",1,2021-11-08 14:38:29,219,play_store,Notion,"The Android version has some bad bugs that the developers have been slow to fix. Lines of text still don't always separate properly after hitting return. And, even worse for my purposes, the app won't let me copy more than one paragraph of text at a time when a note is unlocked. If the note is locked, it will select the text, but I can't copy or do anything with it.",the android version has some bad bugs that the developers have been slow to fix lines of text still don't always separate properly after hitting return and even worse for my purposes the app won't let me copy more than one paragraph of text at a time when a note is unlocked if the note is locked it will select the text but i can't copy or do anything with it,-0.5106,0.0,0.059,negative,1,Features
"I have no problem with it, it's pretty fast and easy to use. It is missing things like being able to draw, put password on a certain notes and pages, widgets, I do hope stuff like this is added in soon and of course improve over time. Other then that I love it. I'm certainly recommending it to everybody I know and I do think this worth the downloaded :) but please keep the unlimited blocks on free side as well as all things we can do",5,2020-05-21 00:54:27,24,play_store,Notion,"I have no problem with it, it's pretty fast and easy to use. It is missing things like being able to draw, put password on a certain notes and pages, widgets, I do hope stuff like this is added in soon and of course improve over time. Other then that I love it. I'm certainly recommending it to everybody I know and I do think this worth the downloaded :) but please keep the unlimited blocks on free side as well as all things we can do",i have no problem with it it's pretty fast and easy to use it is missing things like being able to draw put password on a certain notes and pages widgets i do hope stuff like this is added in soon and of course improve over time other then that i love it i'm certainly recommending it to everybody i know and i do think this worth the downloaded but please keep the unlimited blocks on free side as well as all things we can do,0.9612,0.285,0.038,positive,1,Features
"This used to be my favorite notes/to-do list apps, but not anymore. When I first got this app, it would load right away and I could easily scroll through my different lists. If I had no WiFi, I could simply add something to my list and it would be synced as soon as I connected again. As of late, however, this app takes several seconds longer to load, crashes an average of three times before I can open it once, and has syncing issues. It's a shame to see such a great app fall apart like this.",2,2019-03-30 09:52:09,2,play_store,Notion,"This used to be my favorite notes/to-do list apps, but not anymore. When I first got this app, it would load right away and I could easily scroll through my different lists. If I had no WiFi, I could simply add something to my list and it would be synced as soon as I connected again. As of late, however, this app takes several seconds longer to load, crashes an average of three times before I can open it once, and has syncing issues. It's a shame to see such a great app fall apart like this.",this used to be my favorite notes to-do list apps but not anymore when i first got this app it would load right away and i could easily scroll through my different lists if i had no wifi i could simply add something to my list and it would be synced as soon as i connected again as of late however this app takes several seconds longer to load crashes an average of three times before i can open it once and has syncing issues it's a shame to see such a great app fall apart like this,0.7935,0.124,0.062,positive,0,Other
"In the few months I've been using Notion, it has quickly become one of my favorite apps ever. This does what I always wished OneNote and Ever Note and Keep did: it allows me to organize my workspace the way it makes sense to me, using a combination of pages and blocks and wikis and lists and boards, and have different work spaces for the different things I have going on. Additionally, the integration is well thought-out, and the support staff are friendly and helpful. Highly recommended.",5,2020-05-17 22:57:24,94,play_store,Notion,"In the few months I've been using Notion, it has quickly become one of my favorite apps ever. This does what I always wished OneNote and Ever Note and Keep did: it allows me to organize my workspace the way it makes sense to me, using a combination of pages and blocks and wikis and lists and boards, and have different work spaces for the different things I have going on. Additionally, the integration is well thought-out, and the support staff are friendly and helpful. Highly recommended.",in the few months i've been using notion it has quickly become one of my favorite apps ever this does what i always wished onenote and ever note and keep did it allows me to organize my workspace the way it makes sense to me using a combination of pages and blocks and wikis and lists and boards and have different work spaces for the different things i have going on additionally the integration is well thought-out and the support staff are friendly and helpful highly recommended,0.9184,0.163,0.019,positive,4,Other
"Desktop app is awesome, though drag and drop can get frustrating over time. But still great. This mobile app isn't super great for creating though. If you're using it to view or make small edits to what you've made on your computer, you'll be fine though. I technically want to give the app a 3, but Notion really is good and I don't want this to discourage people from trying the program altogether.",4,2023-05-14 23:58:40,43,play_store,Notion,"Desktop app is awesome, though drag and drop can get frustrating over time. But still great. This mobile app isn't super great for creating though. If you're using it to view or make small edits to what you've made on your computer, you'll be fine though. I technically want to give the app a 3, but Notion really is good and I don't want this to discourage people from trying the program altogether.",desktop app is awesome though drag and drop can get frustrating over time but still great this mobile app isn't super great for creating though if you're using it to view or make small edits to what you've made on your computer you'll be fine though i technically want to give the app a 3 but notion really is good and i don't want this to discourage people from trying the program altogether,0.3126,0.194,0.191,positive,1,Features
"Really good app. It's similar to trello in some ways, but it's more about organizing information in anyway you want. It allows you to import from almost any app you can think of so moving is a breeze. My main complaint is I should have an option wether one enter should be a hard enter or soft; I can't select all and get two lines often because they are separate boxes.",3,2020-01-20 05:58:07,3,play_store,Notion,"Really good app. It's similar to trello in some ways, but it's more about organizing information in anyway you want. It allows you to import from almost any app you can think of so moving is a breeze. My main complaint is I should have an option wether one enter should be a hard enter or soft; I can't select all and get two lines often because they are separate boxes.",really good app it's similar to trello in some ways but it's more about organizing information in anyway you want it allows you to import from almost any app you can think of so moving is a breeze my main complaint is i should have an option wether one enter should be a hard enter or soft i can't select all and get two lines often because they are separate boxes,-0.2152,0.047,0.059,negative,0,Other
"I finally found a place that fits my way of organizing thoughts, to-do lists etc. I've been struggling to get them all together, and with Notion I have the opportunity not only to do that, but to create the best visual for each category and area that I want to put in order. It's amazing, I am enjoying it so much, it offers plethora of tools and fosters your creativity along the way. I use it for my goals lists, for assembling the notes while reading books, for planning, collecting ideas... ♥♥♥!",5,2022-09-16 14:32:27,25,play_store,Notion,"I finally found a place that fits my way of organizing thoughts, to-do lists etc. I've been struggling to get them all together, and with Notion I have the opportunity not only to do that, but to create the best visual for each category and area that I want to put in order. It's amazing, I am enjoying it so much, it offers plethora of tools and fosters your creativity along the way. I use it for my goals lists, for assembling the notes while reading books, for planning, collecting ideas... ♥♥♥!",i finally found a place that fits my way of organizing thoughts to-do lists etc i've been struggling to get them all together and with notion i have the opportunity not only to do that but to create the best visual for each category and area that i want to put in order it's amazing i am enjoying it so much it offers plethora of tools and fosters your creativity along the way i use it for my goals lists for assembling the notes while reading books for planning collecting ideas,0.9753,0.227,0.017,positive,4,Other
"One thing that I had an issue with on most note-keeping apps is syncing. Dropbox Paper and several other apps where I would write things would not save properly, but Notion syncs everything so immediately and seamlessly, even if it shows you're offline. On top of that, it's free and no annoying ads. That's unheard of these days, although I don't mind paying a little because it's such an amazing app. Have everything organized well now.",5,2021-05-15 23:54:27,2,play_store,Notion,"One thing that I had an issue with on most note-keeping apps is syncing. Dropbox Paper and several other apps where I would write things would not save properly, but Notion syncs everything so immediately and seamlessly, even if it shows you're offline. On top of that, it's free and no annoying ads. That's unheard of these days, although I don't mind paying a little because it's such an amazing app. Have everything organized well now.",one thing that i had an issue with on most note-keeping apps is syncing dropbox paper and several other apps where i would write things would not save properly but notion syncs everything so immediately and seamlessly even if it shows you're offline on top of that it's free and no annoying ads that's unheard of these days although i don't mind paying a little because it's such an amazing app have everything organized well now,0.9415,0.193,0.04,positive,4,Other
"PERFECT for keeping projects and ideas organized! I LOVE: to-do list and the ability to collaborate on them; ability to add photos (I collect photos for ideas to paint); adding links to web pages onto your own words in a note (I can have notes with links back to what I was reading to purchase later or reading more). Collects so many ideas in one, neat, easy to navigate place! There are more features that I'm sure are great but havent used yet, and the app is very reliable. Great work!!!",5,2021-02-02 11:30:54,3,play_store,Notion,"PERFECT for keeping projects and ideas organized! I LOVE: to-do list and the ability to collaborate on them; ability to add photos (I collect photos for ideas to paint); adding links to web pages onto your own words in a note (I can have notes with links back to what I was reading to purchase later or reading more). Collects so many ideas in one, neat, easy to navigate place! There are more features that I'm sure are great but havent used yet, and the app is very reliable. Great work!!!",perfect for keeping projects and ideas organized i love to-do list and the ability to collaborate on them ability to add photos i collect photos for ideas to paint adding links to web pages onto your own words in a note i can have notes with links back to what i was reading to purchase later or reading more collects so many ideas in one neat easy to navigate place there are more features that i'm sure are great but havent used yet and the app is very reliable great work,0.961,0.215,0.0,positive,1,Features
"I simply can't use the app. It doesn't load. Sometimes when I open the app it shows the splash logo screen and never shows anything else. I've waited for several minutes, one several occasions. If the app does load, I sign in and see tips on how to use notion. Once I go through the tips I get an error saying ""Invalid space data"". I can start over, but get the same error 🙃 On the lucky moment I can fully get in, the app freezes anytime I try to make a new page. It just keeps loading forever.",1,2024-01-24 06:49:31,60,play_store,Notion,"I simply can't use the app. It doesn't load. Sometimes when I open the app it shows the splash logo screen and never shows anything else. I've waited for several minutes, one several occasions. If the app does load, I sign in and see tips on how to use notion. Once I go through the tips I get an error saying ""Invalid space data"". I can start over, but get the same error 🙃 On the lucky moment I can fully get in, the app freezes anytime I try to make a new page. It just keeps loading forever.",i simply can't use the app it doesn't load sometimes when i open the app it shows the splash logo screen and never shows anything else i've waited for several minutes one several occasions if the app does load i sign in and see tips on how to use notion once i go through the tips i get an error saying invalid space data i can start over but get the same error on the lucky moment i can fully get in the app freezes anytime i try to make a new page it just keeps loading forever,-0.2144,0.035,0.063,negative,0,Other
"Personal user. So far so good. Notion is helping me journal better, and more often. Their layout is simple and easy to figure out, but also very customizable. I use the android app 99% of the time. I just wish the dev's would fix cursor jumping, because it happens allot, at least once every time I'm journaling a new entry. I have had zero issues with the app not properly saving my content (unlike Microsoft Notes) If that's the reason for cursor jump I'll take the trade-off.",4,2023-02-01 18:34:52,18,play_store,Notion,"Personal user. So far so good. Notion is helping me journal better, and more often. Their layout is simple and easy to figure out, but also very customizable. I use the android app 99% of the time. I just wish the dev's would fix cursor jumping, because it happens allot, at least once every time I'm journaling a new entry. I have had zero issues with the app not properly saving my content (unlike Microsoft Notes) If that's the reason for cursor jump I'll take the trade-off.",personal user so far so good notion is helping me journal better and more often their layout is simple and easy to figure out but also very customizable i use the android app 99 of the time i just wish the dev's would fix cursor jumping because it happens allot at least once every time i'm journaling a new entry i have had zero issues with the app not properly saving my content unlike microsoft notes if that's the reason for cursor jump i'll take the trade-off,0.862,0.124,0.0,positive,4,Other
"I love using Notion as an all around productivity tool. It's the most versatile I've ever used. The Android app however, leaves a lot to be desired at the moment. Tables have been unreliable for me on the Android app. Multiple times per day, all my table entries disappear, or my calculations at the bottom of columns disappear. There's no true offline support either. Unfortunately, these issues make the Android app difficult to depend on, and I've switched to the webapp.",2,2020-08-17 13:08:41,25,play_store,Notion,"I love using Notion as an all around productivity tool. It's the most versatile I've ever used. The Android app however, leaves a lot to be desired at the moment. Tables have been unreliable for me on the Android app. Multiple times per day, all my table entries disappear, or my calculations at the bottom of columns disappear. There's no true offline support either. Unfortunately, these issues make the Android app difficult to depend on, and I've switched to the webapp.",i love using notion as an all around productivity tool it's the most versatile i've ever used the android app however leaves a lot to be desired at the moment tables have been unreliable for me on the android app multiple times per day all my table entries disappear or my calculations at the bottom of columns disappear there's no true offline support either unfortunately these issues make the android app difficult to depend on and i've switched to the webapp,0.0869,0.111,0.118,positive,0,Other
I have tested this off and on. Slow loading as others mentioned is a problem when trying to quickly jot something down. I also had problems with basic functionality. Could not load an image from my phone or Google photos. Selecting one of their images was extremely slow to draw. Sharing the notes out? The typical Share icon for every app in the world opened something different than regular sharing. The other non-intuitive way didn't share out anywhere. This app doesn't seem to ready.,2,2019-05-28 17:20:07,1,play_store,Notion,I have tested this off and on. Slow loading as others mentioned is a problem when trying to quickly jot something down. I also had problems with basic functionality. Could not load an image from my phone or Google photos. Selecting one of their images was extremely slow to draw. Sharing the notes out? The typical Share icon for every app in the world opened something different than regular sharing. The other non-intuitive way didn't share out anywhere. This app doesn't seem to ready.,i have tested this off and on slow loading as others mentioned is a problem when trying to quickly jot something down i also had problems with basic functionality could not load an image from my phone or google photos selecting one of their images was extremely slow to draw sharing the notes out the typical share icon for every app in the world opened something different than regular sharing the other non-intuitive way didn't share out anywhere this app doesn't seem to ready,-0.1526,0.083,0.1,negative,2,UX & design
"Notion has really changed my life. I have been a faithful Evernote & Onenote user sense they were both released, respectively. Notion has the best of both apps. Using the Notion app on my phone has been easy. I was worried about lag and syncing issues because of some of the other reviews. I have not run into that problem. Also, I use the Notion app for android on my Samsung 8 and my Ultra 21. It works great on both. I'm grateful for the compatibility of both versions of phone.",5,2024-01-18 06:45:58,44,play_store,Notion,"Notion has really changed my life. I have been a faithful Evernote & Onenote user sense they were both released, respectively. Notion has the best of both apps. Using the Notion app on my phone has been easy. I was worried about lag and syncing issues because of some of the other reviews. I have not run into that problem. Also, I use the Notion app for android on my Samsung 8 and my Ultra 21. It works great on both. I'm grateful for the compatibility of both versions of phone.",notion has really changed my life i have been a faithful evernote onenote user sense they were both released respectively notion has the best of both apps using the notion app on my phone has been easy i was worried about lag and syncing issues because of some of the other reviews i have not run into that problem also i use the notion app for android on my samsung 8 and my ultra 21 it works great on both i'm grateful for the compatibility of both versions of phone,0.9217,0.181,0.068,positive,0,Other
"It has amazing potential but the free version is just too limited. For example I can't even add one ""to do"" to my to do list because I don't have any blocks left. I've added 3 items to a selling tracker, and a few items to a health tracker. And... That's the capacity of the free version apparently which sucks and I can't really test it's full functionality. I use it for work and pay (even tho it also has limits? Weird). But my work and private life are separate and I don't want 2 subs.",3,2025-02-15 00:45:27,171,play_store,Notion,"It has amazing potential but the free version is just too limited. For example I can't even add one ""to do"" to my to do list because I don't have any blocks left. I've added 3 items to a selling tracker, and a few items to a health tracker. And... That's the capacity of the free version apparently which sucks and I can't really test it's full functionality. I use it for work and pay (even tho it also has limits? Weird). But my work and private life are separate and I don't want 2 subs.",it has amazing potential but the free version is just too limited for example i can't even add one to do to my to do list because i don't have any blocks left i've added 3 items to a selling tracker and a few items to a health tracker and that's the capacity of the free version apparently which sucks and i can't really test it's full functionality i use it for work and pay even tho it also has limits weird but my work and private life are separate and i don't want 2 subs,0.6923,0.12,0.095,positive,1,Features
