content,score,at,thumbsUpCount,source,app_name,text
"From 5 to 3 Stars 😢 The recent update changed the bottom toolbar (search, ai, create new button) is an absolute UX Desaster, it's messy, no visual hierarchy. And using the AI feature from the new bar is not working anymore, clicking on it, doesn't open the keyboard or what I'm typing is not visible. This totally ruined my workflow! I hope there's a fix very soon.",3,2026-03-15 12:31:57,2,play_store,Notion,"From 5 to 3 Stars 😢 The recent update changed the bottom toolbar (search, ai, create new button) is an absolute UX Desaster, it's messy, no visual hierarchy. And using the AI feature from the new bar is not working anymore, clicking on it, doesn't open the keyboard or what I'm typing is not visible. This totally ruined my workflow! I hope there's a fix very soon."
"Great app, infinite possibilities, lots of features. I use this on my phone, my iPad and my desktop. I does take some time to learn it and to understand how utilise it to your use case but it is so rewarding and it makes managing things easier and straightforward, I would advice someone learning it to watch Productive Dude and Red Gregory on YouTube. My only complain is that it isn't as optimised on android and iPad as on the iPhone and the desktop version.",4,2026-03-21 22:49:32,2,play_store,Notion,"Great app, infinite possibilities, lots of features. I use this on my phone, my iPad and my desktop. I does take some time to learn it and to understand how utilise it to your use case but it is so rewarding and it makes managing things easier and straightforward, I would advice someone learning it to watch Productive Dude and Red Gregory on YouTube. My only complain is that it isn't as optimised on android and iPad as on the iPhone and the desktop version."
"This is a wonderful shopping list! I also love their official MCP is easy to install inside of Claude. This is everything Google keep notes wish it was. 10/10 this is my go to shopping list app (yes, I use it as a shopping list tracker + integrate heavily with automated claude workflows to organize my shopping and look up walmart locations).",5,2026-03-17 19:41:50,1,play_store,Notion,"This is a wonderful shopping list! I also love their official MCP is easy to install inside of Claude. This is everything Google keep notes wish it was. 10/10 this is my go to shopping list app (yes, I use it as a shopping list tracker + integrate heavily with automated claude workflows to organize my shopping and look up walmart locations)."
"I'd love to rate it higher but the updates seem to be going backwards. It'd be great if they'd bring back the home button on mobile, it's very clunky to navigate without it. Better user control on the overlay panel would be incredible, some links are never used and ones needed don't have options for. Hoping it improves soon.",3,2026-03-21 11:59:06,3,play_store,Notion,"I'd love to rate it higher but the updates seem to be going backwards. It'd be great if they'd bring back the home button on mobile, it's very clunky to navigate without it. Better user control on the overlay panel would be incredible, some links are never used and ones needed don't have options for. Hoping it improves soon."
"I was looking for a new Notes app & this one's pretty popular so decided to give it a try. I mainly needed an app that would sync with both my phone & laptop, Samsung Notes while a solid 9/10 app doesn't sync well outside its ecosystem. Rating would be higher but one complaint so far is the line spacing between paragraphs or content its too big and theres no way to reduce it everything looks double spaced honestly not happy about it, please fix this. *update i deleted the app",3,2026-03-17 11:12:30,3,play_store,Notion,"I was looking for a new Notes app & this one's pretty popular so decided to give it a try. I mainly needed an app that would sync with both my phone & laptop, Samsung Notes while a solid 9/10 app doesn't sync well outside its ecosystem. Rating would be higher but one complaint so far is the line spacing between paragraphs or content its too big and theres no way to reduce it everything looks double spaced honestly not happy about it, please fix this. *update i deleted the app"
"It's slow. It does not seem to store anything on the phone, meaning it needs internet connections for everything (it must be a web browser in disguise). Lots of connectivity issues even when other apps are working fine. The polar opposite of snappy and responsive.",1,2026-03-18 06:15:20,2,play_store,Notion,"It's slow. It does not seem to store anything on the phone, meaning it needs internet connections for everything (it must be a web browser in disguise). Lots of connectivity issues even when other apps are working fine. The polar opposite of snappy and responsive."
"This whole app has to be rage bait. Who makes a note planner, forces GIANT text size so you can only read 3 or 4 lines on your screen at a time. And then has NO FONT SIZE setting?! A simple feature that has existed for almost 30 years. And this App developer STILL can't figure it out? If you're under the age of 70, this ""note"" app is useless. More scrolling involved than taking or reading notes.",1,2026-04-02 20:09:19,2,play_store,Notion,"This whole app has to be rage bait. Who makes a note planner, forces GIANT text size so you can only read 3 or 4 lines on your screen at a time. And then has NO FONT SIZE setting?! A simple feature that has existed for almost 30 years. And this App developer STILL can't figure it out? If you're under the age of 70, this ""note"" app is useless. More scrolling involved than taking or reading notes."
"This app is genuinely a hot mess. I don't know if it's the bugs or the layout, but it shouldn't so much of a hassle to duplicate a template on mobile. Not to mention, I keep experiencing issues with wanting to use Notion AI. It keeps erasing words as if it ran out of space. And if I leave Notion AI, I almost can't back in until I either wait for the chat bar appears again or if I restart the app. It's just too much to use on mobile.",1,2026-02-01 20:30:57,22,play_store,Notion,"This app is genuinely a hot mess. I don't know if it's the bugs or the layout, but it shouldn't so much of a hassle to duplicate a template on mobile. Not to mention, I keep experiencing issues with wanting to use Notion AI. It keeps erasing words as if it ran out of space. And if I leave Notion AI, I almost can't back in until I either wait for the chat bar appears again or if I restart the app. It's just too much to use on mobile."
I'm going to give it a one cause I duplicate a template set the things I want but the damn app deletes it . turning my handwork into wasted time and again get the template and it deletes everything again cause at the start I throught it was a mistake but is just how the dayum app is and tell me why for a note app it does have an undo button just incase someone makes a mistake and erases something important but noo and a lot of people recommended me this app trash app,1,2026-03-27 13:11:01,0,play_store,Notion,I'm going to give it a one cause I duplicate a template set the things I want but the damn app deletes it . turning my handwork into wasted time and again get the template and it deletes everything again cause at the start I throught it was a mistake but is just how the dayum app is and tell me why for a note app it does have an undo button just incase someone makes a mistake and erases something important but noo and a lot of people recommended me this app trash app
"While the basic application is good (once stripped of its unnecessary AI features, something that only required an email to the developers), the mobile app functions much less consistently — for example, sometimes pictures will simply refuse to load in-line for a while, requiring the user to ""view original"" through the long-press menu — and is missing features from the desktop app, like the ability to navigate pages through header outlines.",3,2026-03-18 13:16:38,1,play_store,Notion,"While the basic application is good (once stripped of its unnecessary AI features, something that only required an email to the developers), the mobile app functions much less consistently — for example, sometimes pictures will simply refuse to load in-line for a while, requiring the user to ""view original"" through the long-press menu — and is missing features from the desktop app, like the ability to navigate pages through header outlines."
"Notion is my go-to app for staying organized. I use it for notes, to-do lists, tasks, important work, bills, and payment tracking — all in one place. Simple, flexible, and super useful.",5,2026-03-24 23:54:54,2,play_store,Notion,"Notion is my go-to app for staying organized. I use it for notes, to-do lists, tasks, important work, bills, and payment tracking — all in one place. Simple, flexible, and super useful."
"A struggle to get use to its unique layout and file allocation methods.. BUT... once you get the hang its a fantastic piece of software. Basically anything you create can become anything. you wouldn't create a word document to then put it into a folder. You create a single entity and it can become a folder, checklist, to do list, anything. Perseverance is key!",5,2026-01-12 16:06:36,22,play_store,Notion,"A struggle to get use to its unique layout and file allocation methods.. BUT... once you get the hang its a fantastic piece of software. Basically anything you create can become anything. you wouldn't create a word document to then put it into a folder. You create a single entity and it can become a folder, checklist, to do list, anything. Perseverance is key!"
"the app on its own is amazing, you can just have your whole life here organized. i liked the ai festure at first but .. it lags a lot and breaks out of nowhere, very painful to pay when that keeps happening.also consumes a lot of phone resources and overheats it sometimes.",3,2026-04-03 22:20:46,0,play_store,Notion,"the app on its own is amazing, you can just have your whole life here organized. i liked the ai festure at first but .. it lags a lot and breaks out of nowhere, very painful to pay when that keeps happening.also consumes a lot of phone resources and overheats it sometimes."
"I love this app. The AI is very informational, while also being able to ask questions in order to ensure it is giving you the best information for your specific need. Also, the notes and templates are great and have greatly increased my ability to stay organized!",5,2026-03-18 03:12:23,1,play_store,Notion,"I love this app. The AI is very informational, while also being able to ask questions in order to ensure it is giving you the best information for your specific need. Also, the notes and templates are great and have greatly increased my ability to stay organized!"
"Notion is great when it works, but every now and then, when you really need it, it's just not showing you your content. Force stop the app, clear cache, check for updates and still you're just left with a sad loading icon.",3,2026-03-13 02:22:42,2,play_store,Notion,"Notion is great when it works, but every now and then, when you really need it, it's just not showing you your content. Force stop the app, clear cache, check for updates and still you're just left with a sad loading icon."
"What makes Notion especially strong is that it connects thinking and execution in the same place. The feature I value most is how notes and tasks live together, because good planning usually depends on turning ideas into action without losing context. That sounds simple, but very few tools handle it well. I appreciate software that helps people stay organized without fragmenting their attention, and Notion does that with unusual flexibility and depth.",5,2026-03-21 04:59:44,1,play_store,Notion,"What makes Notion especially strong is that it connects thinking and execution in the same place. The feature I value most is how notes and tasks live together, because good planning usually depends on turning ideas into action without losing context. That sounds simple, but very few tools handle it well. I appreciate software that helps people stay organized without fragmenting their attention, and Notion does that with unusual flexibility and depth."
"The Pc Version is great but the Mobile version is just useless. So much laggy, feels like a very heavy app. Although the Pc version is great but until the mobile version is not fixed I am not coming back. Eco system is very important for me.",1,2026-03-12 00:08:29,3,play_store,Notion,"The Pc Version is great but the Mobile version is just useless. So much laggy, feels like a very heavy app. Although the Pc version is great but until the mobile version is not fixed I am not coming back. Eco system is very important for me."
"Notion just pushed a silent update to my device, even though auto update was turned off in the Play store. What's up with the silent update that circumvented the Play store settings? Does not look good in my books. EDIT: It's 2026. The new updates have ruined it for tab users, and logging in to the app is impossible now!",1,2026-03-28 08:37:39,2,play_store,Notion,"Notion just pushed a silent update to my device, even though auto update was turned off in the Play store. What's up with the silent update that circumvented the Play store settings? Does not look good in my books. EDIT: It's 2026. The new updates have ruined it for tab users, and logging in to the app is impossible now!"
"This app has become my second brain and awesome assistant in my daily schedule. Linking pages and databases to resurface thoughts, keeping track of books and long forgotten tv shows has been a great boon. This app truly helps to offload, what i once kept in my head and notebooks. keeping it seamless between my phone and desktop. Using this app daily over the past year since 2025 has been a great boon. It does have its issues, but not enough to make me look for anything else.",5,2026-03-10 17:34:20,3,play_store,Notion,"This app has become my second brain and awesome assistant in my daily schedule. Linking pages and databases to resurface thoughts, keeping track of books and long forgotten tv shows has been a great boon. This app truly helps to offload, what i once kept in my head and notebooks. keeping it seamless between my phone and desktop. Using this app daily over the past year since 2025 has been a great boon. It does have its issues, but not enough to make me look for anything else."
"There's too many bugs, like the logo in the login menu is oversized (Google logo, apple logo, all of it). I cannot scroll down, and sometimes the tools are not showing, I tried re-installing it or clearing the data but it doesn't fix it.",2,2026-04-03 10:10:49,1,play_store,Notion,"There's too many bugs, like the logo in the login menu is oversized (Google logo, apple logo, all of it). I cannot scroll down, and sometimes the tools are not showing, I tried re-installing it or clearing the data but it doesn't fix it."
my experience on mobile was extremely frustrating. I was hitting roadblocks just trying to use a simple habit checklist and the AI gave instructions that involved buttons that were just not there. I was looking for something simple and used friendly not this complicated mess.,1,2026-03-18 22:11:28,2,play_store,Notion,my experience on mobile was extremely frustrating. I was hitting roadblocks just trying to use a simple habit checklist and the AI gave instructions that involved buttons that were just not there. I was looking for something simple and used friendly not this complicated mess.
"Notion is great BUT the apps remain a complete nightmare. It's sluggish, unresponsive, crashes all the time. It's so bad I'm looking to migrate from this project manager and I've been using Notion since 2020. They keep saying they're working on it but I've been waiting YEARS with no improvement. It is seriously hell to use. On android and on ipad. Both Notion and Notion Calendar. I'm so tired of trying to make it work, it's not worth it.",2,2026-03-10 20:41:23,1,play_store,Notion,"Notion is great BUT the apps remain a complete nightmare. It's sluggish, unresponsive, crashes all the time. It's so bad I'm looking to migrate from this project manager and I've been using Notion since 2020. They keep saying they're working on it but I've been waiting YEARS with no improvement. It is seriously hell to use. On android and on ipad. Both Notion and Notion Calendar. I'm so tired of trying to make it work, it's not worth it."
"I am a profound lover of making little ""get to know me"" pages, but everytime I want to upload an image, it doesn't load. If I try and click on the ""learn more"" link, it doesn't answer my question, but rather just lists what it accepts and it's very annoying.",4,2026-03-18 06:20:05,2,play_store,Notion,"I am a profound lover of making little ""get to know me"" pages, but everytime I want to upload an image, it doesn't load. If I try and click on the ""learn more"" link, it doesn't answer my question, but rather just lists what it accepts and it's very annoying."
"Great application! I would appreciate if Notion brought one particular feature from the site version to mobile. When I add a header on my pc, these dashes on the side appear that let me go right to a specific header. I am writing a book. This makes it easy to go and edit any chapter. Only on pc though. Please add this feature to mobile! Every update seems to make the app more stable. I love it.",5,2026-02-09 23:16:48,9,play_store,Notion,"Great application! I would appreciate if Notion brought one particular feature from the site version to mobile. When I add a header on my pc, these dashes on the side appear that let me go right to a specific header. I am writing a book. This makes it easy to go and edit any chapter. Only on pc though. Please add this feature to mobile! Every update seems to make the app more stable. I love it."
"I don't know if someone else is having problems with the AI, but whenever I try to use it in my phone. It freezes and I don't why. Besides it is great to work on a computer. The new updatings in the phone are not so great. I can't edit in the IA or in a private page ask for a follow.",5,2026-03-26 06:03:48,2,play_store,Notion,"I don't know if someone else is having problems with the AI, but whenever I try to use it in my phone. It freezes and I don't why. Besides it is great to work on a computer. The new updatings in the phone are not so great. I can't edit in the IA or in a private page ask for a follow."
"This is LITERALLY the best notes app ever! First I was confused about what to do or how to make a page, since I'm not really good at it. But the Notion AI helps A LOT. It's amazing. I can make a page for study, daily life, schedule, notes, charts all without actually working hard. I know I sound lazy but it takes a while for me to make a proper page (especially if you're not good at it) and it kills time. Just explain how you want it to Notion AI and done! I highly recommend you to use Notion!",5,2026-02-04 22:50:13,11,play_store,Notion,"This is LITERALLY the best notes app ever! First I was confused about what to do or how to make a page, since I'm not really good at it. But the Notion AI helps A LOT. It's amazing. I can make a page for study, daily life, schedule, notes, charts all without actually working hard. I know I sound lazy but it takes a while for me to make a proper page (especially if you're not good at it) and it kills time. Just explain how you want it to Notion AI and done! I highly recommend you to use Notion!"
"NEVER using Notion again! Spent hours writing a document only for it to completely disappear the next day. Yes I was connected to the Internet the entire time, and The support team is completely useless. If it can't do the only thing it's supposed to do correctly, which is save as you type, then what is the point??",1,2026-02-12 23:47:16,14,play_store,Notion,"NEVER using Notion again! Spent hours writing a document only for it to completely disappear the next day. Yes I was connected to the Internet the entire time, and The support team is completely useless. If it can't do the only thing it's supposed to do correctly, which is save as you type, then what is the point??"
"Even though it has an offline option, it's really a toss up on whether it'll actually save your work or not. I lost over twenty pages worth of notes so I'm really done with this app. And that's after years of recommending it. There's no way to recover lost notes and the devs don't seem to care about fixing this problem.",1,2026-01-20 11:00:26,9,play_store,Notion,"Even though it has an offline option, it's really a toss up on whether it'll actually save your work or not. I lost over twenty pages worth of notes so I'm really done with this app. And that's after years of recommending it. There's no way to recover lost notes and the devs don't seem to care about fixing this problem."
"Notion is my all around note tool. I have used multiple tools, but none have compared to Notion. The ability to structure my data and to build databases is far past what I've seen in any other note app. While some are comparable in some of its features, they are difficult to run and take considerable setup. I highly recommend Notion to anyone who isn't using it yet. Just download it and introduce yourself to a top tier Note product. Then be the judge how super effective & simple it is.",5,2026-03-03 02:46:31,1,play_store,Notion,"Notion is my all around note tool. I have used multiple tools, but none have compared to Notion. The ability to structure my data and to build databases is far past what I've seen in any other note app. While some are comparable in some of its features, they are difficult to run and take considerable setup. I highly recommend Notion to anyone who isn't using it yet. Just download it and introduce yourself to a top tier Note product. Then be the judge how super effective & simple it is."
"my main notes app, I would give 5 stars but there are a few bugs still not fixed. 1. sometimes if you are on a note and switch apps, the note will not load when you switch back to notion. You can see your notes but clicking the note will open a blank page. Notes only load after restarting the app. 2. If you have notes with tables, when manipulating a table (re-ordering rows or focusing a cell to type) the page jumps to the bottom. You have to scroll back up to where you were",4,2026-02-13 22:07:37,4,play_store,Notion,"my main notes app, I would give 5 stars but there are a few bugs still not fixed. 1. sometimes if you are on a note and switch apps, the note will not load when you switch back to notion. You can see your notes but clicking the note will open a blank page. Notes only load after restarting the app. 2. If you have notes with tables, when manipulating a table (re-ordering rows or focusing a cell to type) the page jumps to the bottom. You have to scroll back up to where you were"
"On Windows it's great, on Android it's very buggy, sometimes the keyboard disappears when you're about to type something, and it can happen like four times in a row, it also disappears and reappears whenever you erase a line and it's very annoying when you're typing fast after erasing. The pages take a while to fully load, and the syncing takes even longer, sometimes I have to wait 30 seconds before changing anything because I don't know if it's the latest that I'm looking at.",3,2026-02-21 06:33:25,6,play_store,Notion,"On Windows it's great, on Android it's very buggy, sometimes the keyboard disappears when you're about to type something, and it can happen like four times in a row, it also disappears and reappears whenever you erase a line and it's very annoying when you're typing fast after erasing. The pages take a while to fully load, and the syncing takes even longer, sometimes I have to wait 30 seconds before changing anything because I don't know if it's the latest that I'm looking at."
"i rarely leave reviews but Im so thankful for the constant, thoughtful upgrades. It was painful to copy the long pages on mobile but some genius decided to add the ""copy whole page"" button. i know it's not the hugest upgrade but small thoughtful gestures like these really make difference when you spend a lot of time in this app. THANK YOU!",5,2026-02-08 22:51:24,4,play_store,Notion,"i rarely leave reviews but Im so thankful for the constant, thoughtful upgrades. It was painful to copy the long pages on mobile but some genius decided to add the ""copy whole page"" button. i know it's not the hugest upgrade but small thoughtful gestures like these really make difference when you spend a lot of time in this app. THANK YOU!"
"can't believe I'm saying this, especially after using Notion for so long. but notion is somewhat a disappointment. basic functions are mission on a app that should have by default. you can't align text, or modify page title colors. the menus are awful, you press return and instead of collapsing the current menu, it falls back to the previous page. never thought notion would be so underwhelming.",2,2026-03-06 16:01:37,6,play_store,Notion,"can't believe I'm saying this, especially after using Notion for so long. but notion is somewhat a disappointment. basic functions are mission on a app that should have by default. you can't align text, or modify page title colors. the menus are awful, you press return and instead of collapsing the current menu, it falls back to the previous page. never thought notion would be so underwhelming."
"horrible app for entering or formatting anything. was forced to find a replacement for Evernote after they sold their software and at first this seemed to fit the bill. talk to text fails constantly, formatting is abysmal, the free version claims it will alert you when you've almost reached your 20 free AI prompts but it does not. Make sure you only do 19 or you lose everything that you've asked. stay away. it's really not worth it!",1,2026-01-24 23:21:39,5,play_store,Notion,"horrible app for entering or formatting anything. was forced to find a replacement for Evernote after they sold their software and at first this seemed to fit the bill. talk to text fails constantly, formatting is abysmal, the free version claims it will alert you when you've almost reached your 20 free AI prompts but it does not. Make sure you only do 19 or you lose everything that you've asked. stay away. it's really not worth it!"
"It's pretty good for the last couple years I've been using, but got some quirks: 1. Doesn't work in landscape with a floating keyboard (split and normal work fine though) 2. Sending an image always ends up creating another page. I just want to attach the image in the same page I'm sending it to 3a. The insert options take up too much space, lots of scrolling (especially landscape). Could use some rearranging 3b. Wish you could have the option to use / like on desktop. And yes, I just updated.",3,2026-01-14 12:23:34,15,play_store,Notion,"It's pretty good for the last couple years I've been using, but got some quirks: 1. Doesn't work in landscape with a floating keyboard (split and normal work fine though) 2. Sending an image always ends up creating another page. I just want to attach the image in the same page I'm sending it to 3a. The insert options take up too much space, lots of scrolling (especially landscape). Could use some rearranging 3b. Wish you could have the option to use / like on desktop. And yes, I just updated."
"Loved notion, but it's gone downhill. Ai rebrand is horrible and annoyingly intrusive even after trying to opt out of it. Now, the most recent mobile update won't load any image on mobile, and every widget no longer displays anything. It forced me to update to this, then broke my whole creative process. The mobile update seemed way too buggy to push. Desktop works ok-ish still, but I'm very close to switching as soon as I find a reasonable replacement. It's a huge shame as I used this for years.",2,2026-02-27 21:41:10,7,play_store,Notion,"Loved notion, but it's gone downhill. Ai rebrand is horrible and annoyingly intrusive even after trying to opt out of it. Now, the most recent mobile update won't load any image on mobile, and every widget no longer displays anything. It forced me to update to this, then broke my whole creative process. The mobile update seemed way too buggy to push. Desktop works ok-ish still, but I'm very close to switching as soon as I find a reasonable replacement. It's a huge shame as I used this for years."
"App is becoming unusable. It's bad enough constantly being told of new notifications when there are none, or that I'm offline when I'm literally connected to my Wi-Fi. Now it often takes up to 5 minutes to upload an image, and I often can't see any images I've uploaded.",2,2026-03-02 19:34:15,4,play_store,Notion,"App is becoming unusable. It's bad enough constantly being told of new notifications when there are none, or that I'm offline when I'm literally connected to my Wi-Fi. Now it often takes up to 5 minutes to upload an image, and I often can't see any images I've uploaded."
"Astounding experience: good UI. However there's a little bit in the UX I want to point out: Selecting/blocking multiple blocks feels janky, how about hold to select multiple blocks instead? Allow us to type block commands too (/) like in PC. Allow us to type numbers in the date field (sometimes, I'm worldbuilding that requires a date outside of normal settings: e.g., Jan 2nd Year 500). Add a search bar in the ""Change To"" panel. Other than that, the app is good.",5,2026-02-12 11:44:26,8,play_store,Notion,"Astounding experience: good UI. However there's a little bit in the UX I want to point out: Selecting/blocking multiple blocks feels janky, how about hold to select multiple blocks instead? Allow us to type block commands too (/) like in PC. Allow us to type numbers in the date field (sometimes, I'm worldbuilding that requires a date outside of normal settings: e.g., Jan 2nd Year 500). Add a search bar in the ""Change To"" panel. Other than that, the app is good."
"Freaking twice a really important note just... Came up empty! It had important and large budgeting items in it for our home renovation. An overview of orders that still has to come in. To do's. Can't believe this. Twice! The first time the whole note was gone and the second time upon opening the note it haf nothing in there. So strange, so frustrating.",1,2026-02-03 22:05:11,2,play_store,Notion,"Freaking twice a really important note just... Came up empty! It had important and large budgeting items in it for our home renovation. An overview of orders that still has to come in. To do's. Can't believe this. Twice! The first time the whole note was gone and the second time upon opening the note it haf nothing in there. So strange, so frustrating."
"I use this for journaling and have for years. a couple times in a month, using this app, a long entry will glitch out, which will make me exit the app and I come back and everything I wrote is gone. I don't really trust the device much anymore and I'm looking to move to other similar services",2,2026-02-22 09:33:32,1,play_store,Notion,"I use this for journaling and have for years. a couple times in a month, using this app, a long entry will glitch out, which will make me exit the app and I come back and everything I wrote is gone. I don't really trust the device much anymore and I'm looking to move to other similar services"
"Best app for project organization, writing and much more. Imo Notion is better than Google docs, Microsoft 360, and basically every other documenting app. obsidian or Google notes are maybe better for simple notes and writing but if you're looking for more advanced options Notion is the best pick in my opinion, can even be used on mobile so you can work anywhere you go, unlike a certain google documenting app....",5,2026-02-14 18:23:25,4,play_store,Notion,"Best app for project organization, writing and much more. Imo Notion is better than Google docs, Microsoft 360, and basically every other documenting app. obsidian or Google notes are maybe better for simple notes and writing but if you're looking for more advanced options Notion is the best pick in my opinion, can even be used on mobile so you can work anywhere you go, unlike a certain google documenting app...."
"The app is laggy and buggy. Once you use a chart somewhere you can't use it no more even if you delete the first one. Also the return button doesn't collapse the pop up menu, it returns you to the main page.",2,2026-03-20 15:46:37,0,play_store,Notion,"The app is laggy and buggy. Once you use a chart somewhere you can't use it no more even if you delete the first one. Also the return button doesn't collapse the pop up menu, it returns you to the main page."
"App doesnt boot up anymore and won't restart after redownloading and clearing the cache, my phone says there must be some kind of bug with the app... Galaxy A13, I didn't do an update or anything. This blows and I don't know what to do!!",1,2026-03-19 04:12:35,1,play_store,Notion,"App doesnt boot up anymore and won't restart after redownloading and clearing the cache, my phone says there must be some kind of bug with the app... Galaxy A13, I didn't do an update or anything. This blows and I don't know what to do!!"
"I have been using Notion for several years now and absolutely love it. It's gotten me through several bouts of exams and is the most fantastic tool to organise my life. It has had AI features since I first started using it, but I'd been getting fed up with them recently so decided to email customer support as there is no way to disable them in-app. By 9am the next day I had heard back and they had removed all AI features from my account! Brilliant customer service, brilliant app.",5,2026-01-13 04:38:45,23,play_store,Notion,"I have been using Notion for several years now and absolutely love it. It's gotten me through several bouts of exams and is the most fantastic tool to organise my life. It has had AI features since I first started using it, but I'd been getting fed up with them recently so decided to email customer support as there is no way to disable them in-app. By 9am the next day I had heard back and they had removed all AI features from my account! Brilliant customer service, brilliant app."
"I feel like progress just fell off a cliff. Notion went from pushing boundaries to 0 innovation. I still enjoy using it, but whatever happened to notion calendars and building out an ecosystem for users. looking back to earlier days, it seems like a sharp fall off in R&D once notion got market saturation and that seems like a missed opportunity.",4,2026-04-02 22:40:07,1,play_store,Notion,"I feel like progress just fell off a cliff. Notion went from pushing boundaries to 0 innovation. I still enjoy using it, but whatever happened to notion calendars and building out an ecosystem for users. looking back to earlier days, it seems like a sharp fall off in R&D once notion got market saturation and that seems like a missed opportunity."
"Increasingly unstable, unreliable. Too many times lately sheets just crash. When working and trying to log data your app is becoming a hindrance rather than a help. Less AI bloat that only a minority of users want and more focus on getting the basics right please else you will be replaced.",1,2026-02-17 01:19:23,2,play_store,Notion,"Increasingly unstable, unreliable. Too many times lately sheets just crash. When working and trying to log data your app is becoming a hindrance rather than a help. Less AI bloat that only a minority of users want and more focus on getting the basics right please else you will be replaced."
This app is now overrated compared to its performance. App is too slow while using. Even with a good internet connection it just loading and loading. If if have to upload something then it pathetic now. Sometimes works good but most of the time don't. If you want work with this app you have time according to app not the way around.,1,2026-03-02 21:07:10,10,play_store,Notion,This app is now overrated compared to its performance. App is too slow while using. Even with a good internet connection it just loading and loading. If if have to upload something then it pathetic now. Sometimes works good but most of the time don't. If you want work with this app you have time according to app not the way around.
This app sucks on so many levels. Honestly too many to even begin to list. It's almost unusable. Trying to just leads to frustration. I always have to go back to the desktop app to get anything formatted properly.,1,2026-03-29 17:32:02,1,play_store,Notion,This app sucks on so many levels. Honestly too many to even begin to list. It's almost unusable. Trying to just leads to frustration. I always have to go back to the desktop app to get anything formatted properly.
"While I was setting up notion, I suddenly started getting virus like notifications saying that my Nortons subscription payment was in error. 3-4 notifications at a time, all looking like Chrome messages. My Norton subscription payment is automatic and paid! I'd delete these messages, and immediately they'd pop up again and again. I ran a Norton smart scan twice, seemingly no virus. Yet the messages kept coming. I cleared the Chrome cache. Had to uninstall notion to fix.",1,2026-02-15 08:47:25,2,play_store,Notion,"While I was setting up notion, I suddenly started getting virus like notifications saying that my Nortons subscription payment was in error. 3-4 notifications at a time, all looking like Chrome messages. My Norton subscription payment is automatic and paid! I'd delete these messages, and immediately they'd pop up again and again. I ran a Norton smart scan twice, seemingly no virus. Yet the messages kept coming. I cleared the Chrome cache. Had to uninstall notion to fix."
"With the last update on phones came a bottom bar for searching, ""AI"", and creating a new page. It is literally in the way in every moment creating missclicks. Devs, take it out, or at least give the option to do so.",3,2026-03-16 23:34:20,2,play_store,Notion,"With the last update on phones came a bottom bar for searching, ""AI"", and creating a new page. It is literally in the way in every moment creating missclicks. Devs, take it out, or at least give the option to do so."
"I hate it. i have all my school and work on here with no way of transferring without paying and their severs work half the time. if you have pictures videos or anything other than text and they have server issues then you lose that. i can't study, i cant access my work material. we thought about a business subscription but i talked them out of it.",1,2026-04-02 01:38:54,16,play_store,Notion,"I hate it. i have all my school and work on here with no way of transferring without paying and their severs work half the time. if you have pictures videos or anything other than text and they have server issues then you lose that. i can't study, i cant access my work material. we thought about a business subscription but i talked them out of it."
"great app, seamless with the desktop version. sometimes individual pages will freeze or appear overwritten and the app needs to be closed and reopened at which point all the syncing snaps back to normal. scrolling can also be a little choppy for some reason but it doesn't impact anything.",3,2026-02-19 10:34:38,1,play_store,Notion,"great app, seamless with the desktop version. sometimes individual pages will freeze or appear overwritten and the app needs to be closed and reopened at which point all the syncing snaps back to normal. scrolling can also be a little choppy for some reason but it doesn't impact anything."
"Wanted to try it but I cant even get to a setting to change the workspace name so I have 2 workspaces with the same name (my name) and I used the chat bot to navigate me (it said I could chsnge the name multiple times and let me to the wrong locations multiple times). Finally I used screenshots for it to navigate me and it ultimately let me to the answer thst you can't change your workspace names. 😅 Wanted to try it, wanted to love it, but a lack of general settings will drive me up the wall.",2,2026-02-20 03:35:00,2,play_store,Notion,"Wanted to try it but I cant even get to a setting to change the workspace name so I have 2 workspaces with the same name (my name) and I used the chat bot to navigate me (it said I could chsnge the name multiple times and let me to the wrong locations multiple times). Finally I used screenshots for it to navigate me and it ultimately let me to the answer thst you can't change your workspace names. 😅 Wanted to try it, wanted to love it, but a lack of general settings will drive me up the wall."
"I've had Notion for years. It used to be my favorite place to organize my thoughts. I am no longer a fan... Get rid of the useless AI. I don't feel comfortable using the app anymore. Not only is the AI button always covering the screen, it is also impossible to turn off. There is no way to opt out of the AI. Now everything I write is being processed by AI and no longer private or safe. This is just a threat to the security of my work.",1,2026-02-23 06:04:15,9,play_store,Notion,"I've had Notion for years. It used to be my favorite place to organize my thoughts. I am no longer a fan... Get rid of the useless AI. I don't feel comfortable using the app anymore. Not only is the AI button always covering the screen, it is also impossible to turn off. There is no way to opt out of the AI. Now everything I write is being processed by AI and no longer private or safe. This is just a threat to the security of my work."
